Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Welterweight,Evan Elder,Darrius Flowers,Evan Elder,SUBArm Triangle,2,1:46,http://ufcstats.com/fight-details/25747d81ae5c6564,http://ufcstats.com/event-details/66e0a70352fef46a,SUB
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Light Heavyweight,Alex Pereira,Jiri Prochazka,Alex Pereira,KO/TKOKick,2,0:13,http://ufcstats.com/fight-details/bca5d01f8775f852,http://ufcstats.com/event-details/f3743d8ef5dde970,KO
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Catch Weight,Diego Lopes,Dan Ige,Diego Lopes,U-DEC,3,5:00,http://ufcstats.com/fight-details/fc8ad0c7fc70dde7,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Light Heavyweight,Roman Dolidze,Anthony Smith,Roman Dolidze,U-DEC,3,5:00,http://ufcstats.com/fight-details/bf878c083a6b30ad,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Women's Bantamweight,Macy Chiasson,Mayra Bueno Silva,Macy Chiasson,KO/TKO,2,1:58,http://ufcstats.com/fight-details/a571c622ab89b3d9,http://ufcstats.com/event-details/f3743d8ef5dde970,KO
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Welterweight,Ian Machado Garry,Michael Page,Ian Machado Garry,U-DEC,3,5:00,http://ufcstats.com/fight-details/fbf77262d8da342b,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Middleweight,Joe Pyfer,Marc-Andre Barriault,Joe Pyfer,KO/TKOPunch,1,1:25,http://ufcstats.com/fight-details/daa6b47be304ec86,http://ufcstats.com/event-details/f3743d8ef5dde970,KO
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Featherweight,Andre Fili,Cub Swanson,Andre Fili,S-DEC,3,5:00,http://ufcstats.com/fight-details/08489fdfb56ee19c,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Featherweight,Jean Silva,Charles Jourdain,Jean Silva,KO/TKOPunch,2,1:22,http://ufcstats.com/fight-details/2b7883b304b3df1c,http://ufcstats.com/event-details/f3743d8ef5dde970,KO
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Bantamweight,Payton Talbott,Yanis Ghemmouri,Payton Talbott,KO/TKOPunch,1,0:19,http://ufcstats.com/fight-details/5f8a92f10e5451ce,http://ufcstats.com/event-details/f3743d8ef5dde970,KO
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Women's Strawweight,Gillian Robertson,Michelle Waterson-Gomez,Gillian Robertson,U-DEC,3,5:00,http://ufcstats.com/fight-details/2517029ff9c1a1a2,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Heavyweight,Martin Buday,Andrei Arlovski,Martin Buday,S-DEC,3,5:00,http://ufcstats.com/fight-details/3bbc222130d9dac7,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Flyweight,Rei Tsuruya,Carlos Hernandez,Rei Tsuruya,U-DEC,3,5:00,http://ufcstats.com/fight-details/7856621db043423d,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC 303: Pereira vs. Prochazka 2,"July 13, 2024",Bantamweight,Vinicius Oliveira,Ricky Simon,Vinicius Oliveira,U-DEC,3,5:00,http://ufcstats.com/fight-details/bbe3d8a37a276511,http://ufcstats.com/event-details/f3743d8ef5dde970,DEC
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Middleweight,Robert Whittaker,Ikram Aliskerov,Robert Whittaker,KO/TKOPunch,1,1:49,http://ufcstats.com/fight-details/eba46dbf9cdd83c0,http://ufcstats.com/event-details/b12a1d19ee383b7c,KO
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Heavyweight,Alexander Volkov,Sergei Pavlovich,Alexander Volkov,U-DEC,3,5:00,http://ufcstats.com/fight-details/cd3bb8a2824fbf22,http://ufcstats.com/event-details/b12a1d19ee383b7c,DEC
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Middleweight,Kelvin Gastelum,Daniel Rodriguez,Kelvin Gastelum,U-DEC,3,5:00,http://ufcstats.com/fight-details/8ddd53a7ed3754d5,http://ufcstats.com/event-details/b12a1d19ee383b7c,DEC
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Middleweight,Shara Magomedov,Antonio Trocoli,Shara Magomedov,KO/TKOPunches,3,2:27,http://ufcstats.com/fight-details/fbbf5391ea25521b,http://ufcstats.com/event-details/b12a1d19ee383b7c,KO
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Light Heavyweight,Volkan Oezdemir,Johnny Walker,Volkan Oezdemir,KO/TKOPunch,1,2:28,http://ufcstats.com/fight-details/9d5f562e0572058c,http://ufcstats.com/event-details/b12a1d19ee383b7c,KO
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Lightweight,Nasrat Haqparast,Jared Gordon,Nasrat Haqparast,S-DEC,3,5:00,http://ufcstats.com/fight-details/774fb0c0c1c2bc6a,http://ufcstats.com/event-details/b12a1d19ee383b7c,DEC
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Featherweight,Felipe Lima,Muhammad Naimov,Felipe Lima,SUBRear Naked Choke,3,1:15,http://ufcstats.com/fight-details/8bd5f20f49434c65,http://ufcstats.com/event-details/b12a1d19ee383b7c,SUB
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Welterweight,Rinat Fakhretdinov,Nicolas Dalby,Rinat Fakhretdinov,S-DEC,3,5:00,http://ufcstats.com/fight-details/de1acb6803ab3f14,http://ufcstats.com/event-details/b12a1d19ee383b7c,DEC
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Bantamweight,Muin Gafurov,Kyung Ho Kang,Muin Gafurov,U-DEC,3,5:00,http://ufcstats.com/fight-details/8db5cf5df713a7e9,http://ufcstats.com/event-details/b12a1d19ee383b7c,DEC
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Light Heavyweight,Magomed Gadzhiyasulov,Brendson Ribeiro,Magomed Gadzhiyasulov,M-DEC,3,5:00,http://ufcstats.com/fight-details/0ac2da3dbaf2fce2,http://ufcstats.com/event-details/b12a1d19ee383b7c,DEC
UFC Fight Night: Whittaker vs. Aliskerov,"June 29, 2024",Bantamweight,ChangHo Lee,Xiao Long,ChangHo Lee,S-DEC,3,5:00,http://ufcstats.com/fight-details/c0d6feef69ccb330,http://ufcstats.com/event-details/b12a1d19ee383b7c,DEC
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Flyweight,Tatsuro Taira,Alex Perez,Tatsuro Taira,KO/TKO,2,2:59,http://ufcstats.com/fight-details/7f14be4e45bca6bd,http://ufcstats.com/event-details/9c5828c6fd9dc948,KO
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Bantamweight,Miles Johns,Douglas Silva de Andrade,Miles Johns,U-DEC,3,5:00,http://ufcstats.com/fight-details/6bdb93f9b4581bf6,http://ufcstats.com/event-details/9c5828c6fd9dc948,DEC
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Featherweight,Lucas Almeida,Timmy Cuamba,Lucas Almeida,U-DEC,3,5:00,http://ufcstats.com/fight-details/78a7bf038e56881d,http://ufcstats.com/event-details/9c5828c6fd9dc948,DEC
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Bantamweight,Brady Hiestand,Garrett Armfield,Brady Hiestand,SUBRear Naked Choke,3,1:52,http://ufcstats.com/fight-details/fea3a0643218e16b,http://ufcstats.com/event-details/9c5828c6fd9dc948,SUB
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Flyweight,Asu Almabayev,Jose Johnson,Asu Almabayev,U-DEC,3,5:00,http://ufcstats.com/fight-details/3b1438e9ec64990e,http://ufcstats.com/event-details/9c5828c6fd9dc948,DEC
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Welterweight,Adam Fugitt,Josh Quinlan,Adam Fugitt,S-DEC,3,5:00,http://ufcstats.com/fight-details/ab7bc93bdf4132c4,http://ufcstats.com/event-details/9c5828c6fd9dc948,DEC
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Flyweight,Nate Maness,Jimmy Flick,Nate Maness,U-DEC,3,5:00,http://ufcstats.com/fight-details/6f31285305881fe3,http://ufcstats.com/event-details/9c5828c6fd9dc948,DEC
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Women's Flyweight,Gabriella Fernandes,Carli Judice,Gabriella Fernandes,S-DEC,3,5:00,http://ufcstats.com/fight-details/19ef5890b20f903a,http://ufcstats.com/event-details/9c5828c6fd9dc948,DEC
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Featherweight,Westin Wilson,Jeka Saragih,Westin Wilson,SUBTriangle Armbar,1,1:49,http://ufcstats.com/fight-details/e47523ac32bfa24c,http://ufcstats.com/event-details/9c5828c6fd9dc948,SUB
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Featherweight,Melquizael Costa,Shayilan Nuerdanbieke,Melquizael Costa,SUBRear Naked Choke,3,1:50,http://ufcstats.com/fight-details/94f5b35b2b6c72b1,http://ufcstats.com/event-details/9c5828c6fd9dc948,SUB
UFC Fight Night: Perez vs. Taira,"June 22, 2024",Women's Strawweight,Josefine Knutsson,Julia Polastri,Josefine Knutsson,U-DEC,3,5:00,http://ufcstats.com/fight-details/06713afc60301c0c,http://ufcstats.com/event-details/9c5828c6fd9dc948,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Middleweight,Nassourdine Imavov,Jared Cannonier,Nassourdine Imavov,KO/TKOPunches,4,1:34,http://ufcstats.com/fight-details/052f53e006b28132,http://ufcstats.com/event-details/cba3a2dfbc06ce79,KO
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Light Heavyweight,Dominick Reyes,Dustin Jacoby,Dominick Reyes,KO/TKOPunches,1,2:00,http://ufcstats.com/fight-details/2d12ae4683bbf433,http://ufcstats.com/event-details/cba3a2dfbc06ce79,KO
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Bantamweight,Raul Rosas Jr.,Ricky Turcios,Raul Rosas Jr.,SUBRear Naked Choke,2,2:22,http://ufcstats.com/fight-details/b34abcfe4c2e8a57,http://ufcstats.com/event-details/cba3a2dfbc06ce79,SUB
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Middleweight,Brunno Ferreira,Dustin Stoltzfus,Brunno Ferreira,KO/TKOSpinning Back Elbow,1,4:51,http://ufcstats.com/fight-details/dcc0c53100fa1dd2,http://ufcstats.com/event-details/cba3a2dfbc06ce79,KO
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Middleweight,Zachary Reese,Julian Marquez,Zachary Reese,KO/TKOPunch,1,0:20,http://ufcstats.com/fight-details/3b12094dd48c2dc5,http://ufcstats.com/event-details/cba3a2dfbc06ce79,KO
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Welterweight,Punahele Soriano,Miguel Baeza,Punahele Soriano,U-DEC,3,5:00,http://ufcstats.com/fight-details/393f9bc7b51791a6,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Lightweight,Ludovit Klein,Thiago Moises,Ludovit Klein,U-DEC,3,5:00,http://ufcstats.com/fight-details/251983e1bdae20fe,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Welterweight,Carlos Prates,Charles Radtke,Carlos Prates,KO/TKOKnee,1,4:47,http://ufcstats.com/fight-details/8afe89f5c451b372,http://ufcstats.com/event-details/cba3a2dfbc06ce79,KO
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Bantamweight,Brad Katona,Jesse Butler,Brad Katona,U-DEC,3,5:00,http://ufcstats.com/fight-details/4c0adccb34c1d995,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Women's Flyweight,Montana De La Rosa,Andrea Lee,Montana De La Rosa,S-DEC,3,5:00,http://ufcstats.com/fight-details/a91fdb21a7ff52e5,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Bantamweight,Daniel Marcos,John Castaneda,Daniel Marcos,U-DEC,3,5:00,http://ufcstats.com/fight-details/e976815e397c40e1,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Women's Strawweight,Denise Gomes,Eduarda Moura,Denise Gomes,S-DEC,3,5:00,http://ufcstats.com/fight-details/790a8cd528233e50,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Bantamweight,Taylor Lapilus,Cody Stamann,Taylor Lapilus,U-DEC,3,5:00,http://ufcstats.com/fight-details/753735b48b1c20b9,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC Fight Night: Cannonier vs. Imavov,"June 15, 2024",Women's Strawweight,Puja Tomar,Rayanne dos Santos,Puja Tomar,S-DEC,3,5:00,http://ufcstats.com/fight-details/b20640f9b2634de1,http://ufcstats.com/event-details/cba3a2dfbc06ce79,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Lightweight,Islam Makhachev,Dustin Poirier,Islam Makhachev,SUBD'Arce Choke,5,2:42,http://ufcstats.com/fight-details/1a0031e2072f21b6,http://ufcstats.com/event-details/6e4acc2c115215b5,SUB
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Middleweight,Sean Strickland,Paulo Costa,Sean Strickland,S-DEC,5,5:00,http://ufcstats.com/fight-details/9e7538a788e6d789,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Middleweight,Kevin Holland,Michal Oleksiejczuk,Kevin Holland,SUBArmbar,1,1:34,http://ufcstats.com/fight-details/605c16fa5a803b15,http://ufcstats.com/event-details/6e4acc2c115215b5,SUB
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Welterweight,Niko Price,Alex Morono,Niko Price,U-DEC,3,5:00,http://ufcstats.com/fight-details/b5d5b8e06ccb70a3,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Welterweight,Randy Brown,Elizeu Zaleski dos Santos,Randy Brown,U-DEC,3,5:00,http://ufcstats.com/fight-details/fd2d814a8a23798f,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Middleweight,Roman Kopylov,Cesar Almeida,Roman Kopylov,S-DEC,3,5:00,http://ufcstats.com/fight-details/ee24be90a01f552e,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Heavyweight,Jailton Almeida,Alexandr Romanov,Jailton Almeida,SUBRear Naked Choke,1,2:27,http://ufcstats.com/fight-details/c0af8cf5befb2dcf,http://ufcstats.com/event-details/6e4acc2c115215b5,SUB
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Lightweight,Grant Dawson,Joe Solecki,Grant Dawson,U-DEC,3,5:00,http://ufcstats.com/fight-details/cf306c4714530f31,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Welterweight,Jake Matthews,Phil Rowe,Jake Matthews,U-DEC,3,5:00,http://ufcstats.com/fight-details/b7575b0ec9f81741,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Welterweight,Bassil Hafez,Mickey Gall,Bassil Hafez,U-DEC,3,5:00,http://ufcstats.com/fight-details/7d9bb6fda0ea1ee0,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Women's Bantamweight,Ailin Perez,Joselyne Edwards,Ailin Perez,U-DEC,3,5:00,http://ufcstats.com/fight-details/2554b31a07f34e1a,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC 302: Makhachev vs. Poirier,"June 08, 2024",Flyweight,Andre Lima,Mitch Raposo,Andre Lima,S-DEC,3,5:00,http://ufcstats.com/fight-details/f1d3eec12662d8d7,http://ufcstats.com/event-details/6e4acc2c115215b5,DEC
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Featherweight,Lerone Murphy,Edson Barboza,Lerone Murphy,U-DEC,5,5:00,http://ufcstats.com/fight-details/17aa636aa98678d3,http://ufcstats.com/event-details/46baf0f57edfa4df,DEC
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Welterweight,Khaos Williams,Carlston Harris,Khaos Williams,KO/TKOPunch,1,1:30,http://ufcstats.com/fight-details/85ddb65429a9d517,http://ufcstats.com/event-details/46baf0f57edfa4df,KO
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Welterweight,Themba Gorimbo,Ramiz Brahimaj,Themba Gorimbo,U-DEC,3,5:00,http://ufcstats.com/fight-details/20220ace492af368,http://ufcstats.com/event-details/46baf0f57edfa4df,DEC
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Bantamweight,Adrian Yanez,Vinicius Salvador,Adrian Yanez,KO/TKOPunches,1,2:47,http://ufcstats.com/fight-details/5dcade01fc840da6,http://ufcstats.com/event-details/46baf0f57edfa4df,KO
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Women's Strawweight,Angela Hill,Luana Pinheiro,Angela Hill,SUBGuillotine Choke,2,4:12,http://ufcstats.com/fight-details/2a43df4cc047a28b,http://ufcstats.com/event-details/46baf0f57edfa4df,SUB
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Lightweight,Tom Nolan,Victor Martinez,Tom Nolan,KO/TKOKnee,1,3:50,http://ufcstats.com/fight-details/b5df5a0a0bda9256,http://ufcstats.com/event-details/46baf0f57edfa4df,KO
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Light Heavyweight,Oumar Sy,Tuco Tokkos,Oumar Sy,SUBRear Naked Choke,1,3:43,http://ufcstats.com/fight-details/68ee31dd0853cdc9,http://ufcstats.com/event-details/46baf0f57edfa4df,SUB
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Women's Bantamweight,Melissa Gatto,Tamires Vidal,Melissa Gatto,KO/TKOPunch,3,0:37,http://ufcstats.com/fight-details/3aea9c60d25fc93b,http://ufcstats.com/event-details/46baf0f57edfa4df,KO
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Middleweight,Abus Magomedov,Warlley Alves,Abus Magomedov,U-DEC,3,5:00,http://ufcstats.com/fight-details/fc2bdd67c1a056a4,http://ufcstats.com/event-details/46baf0f57edfa4df,DEC
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Women's Strawweight,Ariane Carnelossi,Piera Rodriguez,Ariane Carnelossi,DQ,2,3:16,http://ufcstats.com/fight-details/28c6de749d0d0e9d,http://ufcstats.com/event-details/46baf0f57edfa4df,DEC
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Bantamweight,Alatengheili,Kleydson Rodrigues,Alatengheili,U-DEC,3,5:00,http://ufcstats.com/fight-details/63605e9f3e71d738,http://ufcstats.com/event-details/46baf0f57edfa4df,DEC
UFC Fight Night: Barboza vs. Murphy,"June 01, 2024",Women's Strawweight,Vanessa Demopoulos,Emily Ducote,Vanessa Demopoulos,S-DEC,3,5:00,http://ufcstats.com/fight-details/069df63733dcf697,http://ufcstats.com/event-details/46baf0f57edfa4df,DEC
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Heavyweight,Derrick Lewis,Rodrigo Nascimento,Derrick Lewis,KO/TKOPunch,3,0:49,http://ufcstats.com/fight-details/6f0f84075fa1a4b0,http://ufcstats.com/event-details/5dfe71ade71f3a4b,KO
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Welterweight,Joaquin Buckley,Nursulton Ruziboev,Joaquin Buckley,U-DEC,3,5:00,http://ufcstats.com/fight-details/b78a222fb448aed4,http://ufcstats.com/event-details/5dfe71ade71f3a4b,DEC
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Light Heavyweight,Carlos Ulberg,Alonzo Menifield,Carlos Ulberg,KO/TKOPunches,1,0:12,http://ufcstats.com/fight-details/a049c12f43914449,http://ufcstats.com/event-details/5dfe71ade71f3a4b,KO
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Lightweight,Diego Ferreira,Mateusz Rebecki,Diego Ferreira,KO/TKOPunches,3,4:51,http://ufcstats.com/fight-details/6c67aa7063717a0c,http://ufcstats.com/event-details/5dfe71ade71f3a4b,KO
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Featherweight,Sean Woodson,Alex Caceres,Sean Woodson,U-DEC,3,5:00,http://ufcstats.com/fight-details/8aa07b6cc40f0cb2,http://ufcstats.com/event-details/5dfe71ade71f3a4b,DEC
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Heavyweight,Waldo Cortes-Acosta,Robelis Despaigne,Waldo Cortes-Acosta,U-DEC,3,5:00,http://ufcstats.com/fight-details/e98eb6de29c62c9c,http://ufcstats.com/event-details/5dfe71ade71f3a4b,DEC
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Lightweight,Chase Hooper,Viacheslav Borshchev,Chase Hooper,SUBD'Arce Choke,2,3:00,http://ufcstats.com/fight-details/420a5e3b4010ebef,http://ufcstats.com/event-details/5dfe71ade71f3a4b,SUB
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Lightweight,Esteban Ribovics,Terrance McKinney,Esteban Ribovics,KO/TKOKick,1,0:37,http://ufcstats.com/fight-details/8d9bcbb48888a5a3,http://ufcstats.com/event-details/5dfe71ade71f3a4b,KO
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Women's Strawweight,Tabatha Ricci,Tecia Pennington,Tabatha Ricci,S-DEC,3,5:00,http://ufcstats.com/fight-details/13d8d5cd83e5b57e,http://ufcstats.com/event-details/5dfe71ade71f3a4b,DEC
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Welterweight,Trey Waters,Billy Ray Goff,Trey Waters,U-DEC,3,5:00,http://ufcstats.com/fight-details/ec5d705232983b87,http://ufcstats.com/event-details/5dfe71ade71f3a4b,DEC
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Flyweight,Charles Johnson,Jake Hadley,Charles Johnson,U-DEC,3,5:00,http://ufcstats.com/fight-details/4b45f190122a1ce1,http://ufcstats.com/event-details/5dfe71ade71f3a4b,DEC
UFC Fight Night: Lewis vs. Nascimento,"May 18, 2024",Women's Flyweight,Veronica Hardy,JJ Aldrich,Veronica Hardy,U-DEC,3,5:00,http://ufcstats.com/fight-details/ccf3b6eda4c2a564,http://ufcstats.com/event-details/5dfe71ade71f3a4b,DEC
UFC 301: Pantoja vs. Erceg,"May 11, 2024",Flyweight,Alexandre Pantoja,Steve Erceg,Alexandre Pantoja,U-DEC,5,5:00,http://ufcstats.com/fight-details/3f419fce8ba8aa0e,http://ufcstats.com/event-details/981ab7a0576f76a0,DEC
UFC 301: Pantoja vs. Erceg,"May 11, 2024",Bantamweight,Jose Aldo,Jonathan Martinez,Jose Aldo,U-DEC,3,5:00,http://ufcstats.com/fight-details/b3d88eaea611a4a8,http://ufcstats.com/event-details/981ab7a0576f76a0,DEC
UFC 301: Pantoja vs. Erceg,"May 11, 2024",Light Heavyweight,Anthony Smith,Vitor Petrino,Anthony Smith,SUBGuillotine Choke,1,2:00,http://ufcstats.com/fight-details/a8718a3419a11e15,http://ufcstats.com/event-details/981ab7a0576f76a0,SUB
UFC 301: Pantoja vs. Erceg,"May 11, 2024",Middleweight,Michel Pereira,Ihor Potieria,Michel Pereira,SUBGuillotine Choke,1,0:54,http://ufcstats.com/fight-details/3e74caa9fff4a5eb,http://ufcstats.com/event-details/981ab7a0576f76a0,SUB
