Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event
UFC Fight Night: Belfort vs. Gastelum,"March 11, 2017",Lightweight,Michel Prazeres,Joshua Burkman,Michel Prazeres,SUBNorth-South Choke,1,1:42,http://ufcstats.com/event-details/47b7e4e60813b7b2,http://ufcstats.com/fight-details/12740c6b17779fe9,SUB,False,False
UFC Fight Night: Belfort vs. Gastelum,"March 11, 2017",Featherweight,Jeremy Kennedy,Rony Jason,Jeremy Kennedy,U-DEC,3,5:00,http://ufcstats.com/event-details/47b7e4e60813b7b2,http://ufcstats.com/fight-details/ebb94e00d6431e7a,DEC,False,False
UFC Fight Night: Belfort vs. Gastelum,"March 11, 2017",Middleweight,Paulo Costa,Garreth McLellan,Paulo Costa,KO/TKOPunch,1,1:17,http://ufcstats.com/event-details/47b7e4e60813b7b2,http://ufcstats.com/fight-details/0ace7e71f5d66bc9,KO,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Welterweight,Tyron Woodley,Stephen Thompson,Tyron Woodley,M-DEC,5,5:00,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/dfc8c5161ea0ccb5,DEC,True,True
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Lightweight,David Teymur,Lando Vannata,David Teymur,U-DEC,3,5:00,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/7ac4b9823b1e139b,DEC,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Middleweight,Daniel Kelly,Rashad Evans,Daniel Kelly,S-DEC,3,5:00,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/e3ca9462ad0d7685,DEC,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Women's Strawweight,Cynthia Calvillo,Amanda Cooper,Cynthia Calvillo,SUBRear Naked Choke,1,3:19,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/54f9e3e1fad7a589,SUB,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Heavyweight,Alistair Overeem,Mark Hunt,Alistair Overeem,KO/TKOKnees,3,1:44,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/c79b862be039d9f0,KO,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Heavyweight,Marcin Tybura,Luis Henrique,Marcin Tybura,KO/TKOPunches,3,3:46,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/42ad1437a1280294,KO,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Featherweight,Darren Elkins,Mirsad Bektic,Darren Elkins,KO/TKOKick,3,3:19,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/3b536afcc9098925,KO,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Bantamweight,Iuri Alcantara,Luke Sanders,Iuri Alcantara,SUBKneebar,2,3:13,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/4804776154430aad,SUB,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Heavyweight,Mark Godbeer,Daniel Spitz,Mark Godbeer,U-DEC,3,5:00,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/08b65f5009c34997,DEC,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Light Heavyweight,Tyson Pedro,Paul Craig,Tyson Pedro,KO/TKOElbows,1,4:10,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/6db4d7827082d5b9,KO,False,False
UFC 209: Woodley vs. Thompson 2,"March 04, 2017",Bantamweight,Albert Morales,Andre Soukhamthath,Albert Morales,S-DEC,3,5:00,http://ufcstats.com/event-details/20e403a1acfef130,http://ufcstats.com/fight-details/2d4743a82fc55642,DEC,False,False
