Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event,Fighter1_Elo_Start,Fighter2_Elo_Start,Fighter1_Elo_End,Fighter2_Elo_End
UFC 2: No Way Out,1994-03-11,Open Weight,Scott Morris,Sean Daugherty,Scott Morris,SUBGuillotine Choke,1,0:20,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/4acab67848e78327,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 2: No Way Out,1994-03-11,Open Weight,Royce Gracie,Patrick Smith,Royce Gracie,KO/TKOPunches,1,1:17,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/00835554f95fa911,KO,True,True,1000.0,1000.0,1033.99,966.01
UFC 2: No Way Out,1994-03-11,Open Weight,Royce Gracie,Remco Pardoel,Royce Gracie,SUBGi Choke,1,1:31,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/aa161c7159741766,SUB,False,False,1033.99,1000.0,1052.2651291544353,981.7248708455649
UFC 2: No Way Out,1994-03-11,Open Weight,Patrick Smith,Johnny Rhodes,Patrick Smith,SUBGuillotine Choke,1,1:07,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/8fbdde20b712b8da,SUB,False,False,966.01,1000.0,989.0031538787241,977.0068461212759
UFC 2: No Way Out,1994-03-11,Open Weight,Royce Gracie,Jason DeLucia,Royce Gracie,SUBArmbar,1,1:07,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/5655639baecd8f6a,SUB,False,False,1052.2651291544353,1000.0,1069.3314590353282,982.9336701191071
UFC 2: No Way Out,1994-03-11,Open Weight,Remco Pardoel,Orlando Wiet,Remco Pardoel,KO/TKOElbows,1,1:29,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/c4aa04781989699e,KO,False,False,981.7248708455649,1000.0,1003.6055594775866,978.1193113679783
UFC 2: No Way Out,1994-03-11,Open Weight,Johnny Rhodes,Fred Ettish,Johnny Rhodes,SUBBulldog Choke,1,3:07,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/b72acedda7ddc006,SUB,False,False,977.0068461212759,1000.0,999.2206393330816,977.7862067881942
UFC 2: No Way Out,1994-03-11,Open Weight,Patrick Smith,Ray Wizard,Patrick Smith,SUBGuillotine Choke,1,0:58,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/4b9ae533ccb3fcdf,SUB,False,False,989.0031538787241,1000.0,1010.3718078618845,978.6313460168396
UFC 2: No Way Out,1994-03-11,Open Weight,Royce Gracie,Minoki Ichihara,Royce Gracie,SUBArmbar,1,5:08,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/fcd8e8ec45eb6b9f,SUB,False,False,1069.3314590353282,1000.0,1085.3009248468984,984.0305341884298
UFC 2: No Way Out,1994-03-11,Open Weight,Jason DeLucia,Scott Baker,Jason DeLucia,SUBTriangle Choke,1,6:41,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/c53325be8ce33b8b,SUB,False,False,982.9336701191071,1000.0,1004.7291573616144,978.2045127574927
UFC 2: No Way Out,1994-03-11,Open Weight,Remco Pardoel,Alberta Cerra Leon,Remco Pardoel,SUBEzekiel Choke,1,9:51,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/17ee4caf06981b81,SUB,False,False,1003.6055594775866,1000.0,1023.9550360038226,979.650523473764
UFC 2: No Way Out,1994-03-11,Open Weight,Orlando Wiet,Robert Lucarelli,Orlando Wiet,KO/TKO,1,2:50,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/3b020d4914b44fc8,KO,False,False,978.1193113679783,1000.0,1000.2544849241918,977.8648264437865
UFC 2: No Way Out,1994-03-11,Open Weight,Frank Hamaker,Thaddeus Luster,Frank Hamaker,SUBKeylock,1,4:52,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/d917c8c7461b9831,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 2: No Way Out,1994-03-11,Open Weight,Johnny Rhodes,David Levicki,Johnny Rhodes,KO/TKOPunches,1,12:13,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/ccee020be2e8d9f6,KO,False,False,999.2206393330816,1000.0,1019.8748941918864,979.3457451411953
UFC 2: No Way Out,1994-03-11,Open Weight,Patrick Smith,Scott Morris,Patrick Smith,KO/TKOElbows,1,0:30,http://ufcstats.com/event-details/a6a9ab5a824e8f66,http://ufcstats.com/fight-details/8ea72cf82fac07f6,KO,False,False,1010.3718078618845,1020.6,1031.759709706314,999.2120981555706
UFC 3: The American Dream,1994-09-09,Open Weight,Steve Jennum,Harold Howard,Steve Jennum,KO/TKOPunches,1,1:27,http://ufcstats.com/event-details/1a49e0670dfaca31,http://ufcstats.com/fight-details/323f543eb8abdb36,KO,True,True,1000.0,1000.0,1033.99,966.01
UFC 3: The American Dream,1994-09-09,Open Weight,Ken Shamrock,Felix Lee Mitchell,Ken Shamrock,SUBRear Naked Choke,1,4:34,http://ufcstats.com/event-details/1a49e0670dfaca31,http://ufcstats.com/fight-details/5167a5aec41f8b6d,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 3: The American Dream,1994-09-09,Open Weight,Harold Howard,Roland Payne,Harold Howard,KO/TKOPunches,1,0:46,http://ufcstats.com/event-details/1a49e0670dfaca31,http://ufcstats.com/fight-details/ca837b002a318766,KO,False,False,966.01,1000.0,989.0031538787241,977.0068461212759
UFC 3: The American Dream,1994-09-09,Open Weight,Ken Shamrock,Christophe Leninger,Ken Shamrock,KO/TKOPunches,1,4:49,http://ufcstats.com/event-details/1a49e0670dfaca31,http://ufcstats.com/fight-details/56315d5ac11594a5,KO,False,False,1020.6,1000.0,1039.7804087710633,980.8195912289367
UFC 3: The American Dream,1994-09-09,Open Weight,Keith Hackney,Emmanuel Yarborough,Keith Hackney,KO/TKOPunches,1,1:59,http://ufcstats.com/event-details/1a49e0670dfaca31,http://ufcstats.com/fight-details/8887948f0c097cd8,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 3: The American Dream,1994-09-09,Open Weight,Royce Gracie,Kimo Leopoldo,Royce Gracie,SUBArmbar,1,4:40,http://ufcstats.com/event-details/1a49e0670dfaca31,http://ufcstats.com/fight-details/f65b000b7e450bcf,SUB,False,False,1085.3009248468984,1000.0,1100.2754071187728,985.0255177281256
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Royce Gracie,Keith Hackney,Royce Gracie,SUBArmbar,1,5:32,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/9c74c2758a2c7c2e,SUB,False,False,1100.2754071187728,1020.6,1115.6493461702992,1005.2260609484737
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Royce Gracie,Dan Severn,Royce Gracie,SUBTriangle Choke,1,15:49,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/f29eec19aa5c1303,SUB,True,True,1115.6493461702992,1000.0,1137.3910214971074,978.2583246731916
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Dan Severn,Marcus Bossett,Dan Severn,SUBArm Triangle,1,0:52,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/e65a23b80c869456,SUB,False,False,978.2583246731916,1000.0,1000.3836771705107,977.8746475026809
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Steve Jennum,Melton Bowen,Steve Jennum,SUBArmbar,1,4:47,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/7e7d7a488ea21f63,SUB,False,False,1033.99,1000.0,1052.2651291544353,981.7248708455649
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Dan Severn,Anthony Macias,Dan Severn,SUBRear Naked Choke,1,1:45,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/040ecf01338dff9e,SUB,False,False,1000.3836771705107,1000.0,1020.9569808486681,979.4266963218427
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Royce Gracie,Ron van Clief,Royce Gracie,SUBRear Naked Choke,1,3:49,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/0b71ada6c9209fc9,SUB,False,False,1137.3910214971074,1000.0,1149.3615529982226,988.0294684988847
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Guy Mezger,Jason Fairn,Guy Mezger,KO/TKO,1,2:13,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/8f8f47a728c3127e,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Marcus Bossett,Eldo Xavier Dias,Marcus Bossett,KO/TKO,1,4:55,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/b80e6a799c95d499,KO,False,False,977.8746475026809,1000.0,1000.0271079098918,977.8475395927891
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Keith Hackney,Joe Son,Keith Hackney,SUBOther - Choke,1,2:44,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/ccccc0a22b05eac6,SUB,False,False,1005.2260609484737,1000.0,1025.46320416559,979.7628567828835
UFC 4: Revenge of the Warriors,1994-12-16,Open Weight,Joe Charles,Kevin Rosier,Joe Charles,SUBArmbar,1,0:14,http://ufcstats.com/event-details/b60391da771deefe,http://ufcstats.com/fight-details/a1db4c917777aa79,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Dan Severn,Joe Charles,Dan Severn,SUBRear Naked Choke,1,1:38,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/2308e0da38efd4ba,SUB,False,False,1020.9569808486681,1020.6,1041.602783163549,999.9541976851191
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Dave Beneteau,Asbel Cancio,Dave Beneteau,KO/TKO,1,0:21,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/802c0e4e228996ac,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Guy Mezger,John Dowdy,Guy Mezger,KO/TKOPunches,1,2:02,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/fa152ada833de1d4,KO,False,False,1020.6,1000.0,1039.7804087710633,980.8195912289367
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Jon Hess,Andy Anderson,Jon Hess,KO/TKOKnees,1,1:23,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/fa3b940bd48da7e2,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Todd Medina,Larry Cureton,Todd Medina,SUBForearm Choke,1,2:55,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/43c2c904e1574c59,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Oleg Taktarov,Ernie Verdicia,Oleg Taktarov,SUBScarf Hold,1,2:23,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/ebfe035b70080668,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Dave Beneteau,Todd Medina,Dave Beneteau,KO/TKOPunches,1,2:12,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/db4c169722cf1e33,KO,False,False,1020.6,1020.6,1041.2707266666666,999.9292733333333
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Dan Severn,Oleg Taktarov,Dan Severn,KO/TKO,1,4:21,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/cbf3fc8730b4ad09,KO,False,False,1041.602783163549,1020.6,1060.821501108029,1001.38128205552
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Ken Shamrock,Royce Gracie,Draw,Other,2,5:00,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/db8df615610f3632,DEC,True,False,1039.7804087710633,1149.3615529982226,1029.3826046833526,1137.8679374682404
UFC 5: The Return of the Beast,1995-04-07,Open Weight,Dan Severn,Dave Beneteau,Dan Severn,SUBKeylock,1,3:01,http://ufcstats.com/event-details/dedc3bb440d09554,http://ufcstats.com/fight-details/6ca94b35719eb300,SUB,True,True,1060.821501108029,1041.2707266666666,1092.5872559232284,1009.5049718514672
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Ken Shamrock,Dan Severn,Ken Shamrock,SUBGuillotine Choke,1,2:14,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/d62aec55bc142346,SUB,True,False,1029.3826046833526,1092.5872559232284,1070.7561090511952,1051.213751555386
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Oleg Taktarov,Anthony Macias,Oleg Taktarov,SUBGuillotine Choke,1,0:09,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/3c2c7c095c79a506,SUB,False,False,1001.38128205552,979.4266963218427,1020.4039772434063,960.4040011339564
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Oleg Taktarov,David Abbott,Oleg Taktarov,SUBRear Naked Choke,1,17:45,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/66c029f49d3c5da6,SUB,True,True,1020.4039772434063,1000.0,1052.073701360191,968.3302758832152
UFC 6: Clash of the Titans,1995-07-14,Open Weight,David Abbott,Paul Varelans,David Abbott,KO/TKOPunches,1,1:53,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/43f6b0c40113d0d8,KO,False,False,968.3302758832152,1000.0,991.1586899757865,977.1715859074287
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Anthony Macias,He-Man Gipson,Anthony Macias,KO/TKOHeadbutts,1,3:06,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/8e03db41687d9132,KO,False,False,960.4040011339564,1000.0,983.7957166950931,976.6082844388633
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Patrick Smith,Rudyard Moncayo,Patrick Smith,SUBRear Naked Choke,1,1:08,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/e2b32e1683a566af,SUB,False,False,1031.759709706314,1000.0,1050.1845494514241,981.5751602548897
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Paul Varelans,Cal Worsham,Paul Varelans,KO/TKOElbow,1,1:02,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/547295977141cbc2,KO,False,False,977.1715859074287,1000.0,999.3737338326757,977.797852074753
UFC 6: Clash of the Titans,1995-07-14,Open Weight,David Abbott,John Matua,David Abbott,KO/TKOPunches,1,0:20,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/88945d70ee6c6467,KO,False,False,991.1586899757865,1000.0,1012.3761743357579,978.7825156400286
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Joel Sutton,Jack McGlaughlin,Joel Sutton,KO/TKOPunches,1,2:01,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/b297c3e938e1005e,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 6: Clash of the Titans,1995-07-14,Open Weight,Oleg Taktarov,Dave Beneteau,Oleg Taktarov,SUBGuillotine Choke,1,0:57,http://ufcstats.com/event-details/1c3f5e85b59ec710,http://ufcstats.com/fight-details/5d19fa2df1cb61a2,SUB,False,False,1052.073701360191,1009.5049718514672,1069.8825854711731,991.6960877404852
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Ken Shamrock,Oleg Taktarov,Draw,Other,2,3:00,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/3932f8e9a74f3d11,DEC,True,False,1070.7561090511952,1069.8825854711731,1060.0485479606832,1059.1837596164614
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Marco Ruas,Remco Pardoel,Marco Ruas,SUBOther,1,12:27,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/99d98a2d278bfa1f,SUB,False,False,1000.0,1023.9550360038226,1022.2990486202632,1001.6559873835594
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Paul Varelans,Mark Hall,Paul Varelans,SUBKeylock,1,1:01,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/62bb4ea8bf86790c,SUB,False,False,999.3737338326757,1000.0,1020.0173282632068,979.356405569469
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Marco Ruas,Larry Cureton,Marco Ruas,SUBHeel Hook,1,3:23,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/9ebb7bba0b45d517,SUB,False,False,1022.2990486202632,979.4,1039.9200595202333,961.7789891000298
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Marco Ruas,Paul Varelans,Marco Ruas,KO/TKOKicks,1,13:17,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/e7ca291dd8f5661b,KO,True,True,1039.9200595202333,1020.0173282632068,1071.646189059495,988.291198723945
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Mark Hall,Harold Howard,Mark Hall,KO/TKOPunches,1,1:41,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/fcf632627ce40195,KO,False,False,979.356405569469,989.0031538787241,1000.5240104509751,967.835548997218
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Paul Varelans,Gerry Harris,Paul Varelans,KO/TKOElbows,1,1:05,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/869d753568a114a6,KO,False,False,988.291198723945,1000.0,1009.7098326216994,978.5813661022455
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Scott Bessac,David Hood,Scott Bessac,SUBGuillotine Choke,1,0:31,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/e9ce3a28eeb83905,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Onassis Parungao,Francesco Maturi,Onassis Parungao,KO/TKO,1,5:26,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/e4fe950846b51bdf,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Joel Sutton,Geza Kalman,Joel Sutton,KO/TKO,1,0:48,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/4b334c9727eee450,KO,False,False,1020.6,1000.0,1039.7804087710633,980.8195912289367
UFC 7: The Brawl in Buffalo,1995-09-08,Open Weight,Remco Pardoel,Ryan Parker,Remco Pardoel,SUBGi Choke,1,3:05,http://ufcstats.com/event-details/5af480a3b2e1726b,http://ufcstats.com/fight-details/ef2ccb690dcd943f,SUB,False,False,1001.6559873835594,1000.0,1022.1408266683814,979.515160715178
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Dan Severn,Oleg Taktarov,Dan Severn,U-DEC,2,3:00,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/524b49a676498c6d,DEC,True,True,1051.213751555386,1059.1837596164614,1085.105144466068,1025.2923667057794
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Oleg Taktarov,Marco Ruas,Oleg Taktarov,U-DEC,1,18:00,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/717f3c3932279196,DEC,False,False,1025.2923667057794,1071.646189059495,1048.7285614381533,1048.2099943271212
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Dan Severn,David Abbott,Dan Severn,U-DEC,1,18:00,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/0d872527bbb3cd40,DEC,False,False,1085.105144466068,1012.3761743357579,1100.3655327084832,997.1157860933426
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Oleg Taktarov,Dave Beneteau,Oleg Taktarov,SUBAnkle Lock,1,1:15,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/d45f9dfdb75a640f,SUB,False,False,1048.7285614381533,991.6960877404852,1065.5556616963743,974.8689874822642
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Marco Ruas,Keith Hackney,Marco Ruas,SUBRear Naked Choke,1,2:39,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/3e39aac3e15d75bd,SUB,False,False,1048.2099943271212,1025.46320416559,1067.3256050396233,1006.3475934530878
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,David Abbott,Steve Jennum,David Abbott,SUBNeck Crank,1,1:14,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/6b0430e9c97afec7,SUB,False,False,997.1157860933426,1052.2651291544353,1021.8507500598483,1027.5301651879295
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Mark Hall,Trent Jenkins,Mark Hall,SUB,1,5:29,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/7ffcc3a72e082ace,SUB,False,False,1000.5240104509751,1000.0,1021.0875519069128,979.4364585440622
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Joe Charles,Scott Bessac,Joe Charles,SUBArmbar,1,4:38,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/6449a1a9a69a830c,SUB,False,False,999.9541976851191,1020.6,1022.0778522073877,998.4763454777315
UFC - Ultimate Ultimate '95,1995-12-16,Open Weight,Dan Severn,Paul Varelans,Dan Severn,SUBArm Triangle,1,1:01,http://ufcstats.com/event-details/31bbd46d57dfbcb7,http://ufcstats.com/fight-details/8cc976ee1a123fb8,SUB,False,False,1100.3655327084832,1009.7098326216994,1115.0092488935122,995.0661164366705
UFC 8: David vs Goliath,1996-02-16,Open Weight,Gary Goodridge,Jerry Bohlander,Gary Goodridge,KO/TKOPunch,1,5:31,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/f5156ca4dcd2a0e3,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 8: David vs Goliath,1996-02-16,Open Weight,Don Frye,Gary Goodridge,Don Frye,KO/TKOPunches,1,2:14,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/8d2e99599124a16f,KO,True,True,1000.0,1020.6,1036.3737925457021,984.2262074542979
UFC 8: David vs Goliath,1996-02-16,Open Weight,Ken Shamrock,Kimo Leopoldo,Ken Shamrock,SUBKneebar,1,4:24,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/16b4a0b06427f1ac,SUB,True,False,1060.0485479606832,985.0255177281256,1085.8070522039227,959.2670134848861
UFC 8: David vs Goliath,1996-02-16,Open Weight,Don Frye,Sam Adkins,Don Frye,KO/TKO,1,0:48,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/90bce37a788afeaa,KO,False,False,1036.3737925457021,1000.0,1054.4894085465387,981.8843839991634
UFC 8: David vs Goliath,1996-02-16,Open Weight,Don Frye,Thomas Ramirez,Don Frye,KO/TKOPunch,1,0:08,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/3cf6583153078f8f,KO,False,False,1054.4894085465387,1000.0,1071.4109423663901,983.0784661801486
UFC 8: David vs Goliath,1996-02-16,Open Weight,Jerry Bohlander,Scott Ferrozzo,Jerry Bohlander,SUBGuillotine Choke,1,9:03,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/ab7390e549e28893,SUB,False,False,979.4,1000.0,1001.4447227549709,977.955277245029
UFC 8: David vs Goliath,1996-02-16,Open Weight,Paul Varelans,Joe Moreira,Paul Varelans,U-DEC,1,10:00,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/16cb0064575e2b0b,DEC,False,False,995.0661164366705,1000.0,1015.400153957107,979.6659624795635
UFC 8: David vs Goliath,1996-02-16,Open Weight,Sam Adkins,Keith Mielke,Sam Adkins,KO/TKOPunches,1,0:50,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/5701dbbbfa4f8313,KO,False,False,981.8843839991634,1000.0,1003.7538259796081,978.1305580195553
UFC 8: David vs Goliath,1996-02-16,Open Weight,Gary Goodridge,Paul Herrera,Gary Goodridge,KO/TKOElbows,1,0:13,http://ufcstats.com/event-details/b63e800c18e011b5,http://ufcstats.com/fight-details/8312985b75241b06,KO,False,False,984.2262074542979,1000.0,1005.9306595031723,978.2955479511256
UFC 9: Motor City Madness,1996-05-17,Open Weight,Steve Nelmark,Tai Bowden,Steve Nelmark,KO/TKO,1,7:25,http://ufcstats.com/event-details/a390eb8a9b2df298,http://ufcstats.com/fight-details/e92abaf81ad5949b,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 9: Motor City Madness,1996-05-17,Open Weight,Cal Worsham,Zane Frazier,Cal Worsham,KO/TKOPunches,1,3:14,http://ufcstats.com/event-details/a390eb8a9b2df298,http://ufcstats.com/fight-details/31fc4d5d5d1a6126,KO,False,False,977.797852074753,1000.0,999.9557389621463,977.8421131126067
UFC 9: Motor City Madness,1996-05-17,Open Weight,Rafael Carino,Matt Andersen,Rafael Carino,KO/TKOPunches,1,5:32,http://ufcstats.com/event-details/a390eb8a9b2df298,http://ufcstats.com/fight-details/c89017008da245be,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 9: Motor City Madness,1996-05-17,Open Weight,Mark Schultz,Gary Goodridge,Mark Schultz,KO/TKO,1,12:00,http://ufcstats.com/event-details/a390eb8a9b2df298,http://ufcstats.com/fight-details/ca62a52ab0bd9108,KO,False,False,1000.0,1005.9306595031723,1021.0325691823883,984.8980903207839
UFC 9: Motor City Madness,1996-05-17,Open Weight,Mark Hall,Koji Kitao,Mark Hall,KO/TKO,1,0:47,http://ufcstats.com/event-details/a390eb8a9b2df298,http://ufcstats.com/fight-details/378ede9e541c82f9,KO,False,False,1021.0875519069128,1000.0,1040.2347360800516,980.8528158268614
UFC 9: Motor City Madness,1996-05-17,Open Weight,Don Frye,Amaury Bitetti,Don Frye,KO/TKOKnees,1,9:30,http://ufcstats.com/event-details/a390eb8a9b2df298,http://ufcstats.com/fight-details/db845f2e28c22b4c,KO,False,False,1071.4109423663901,1000.0,1087.2490617689787,984.1618805974116
UFC 9: Motor City Madness,1996-05-17,Open Weight,Dan Severn,Ken Shamrock,Dan Severn,S-DEC,3,3:00,http://ufcstats.com/event-details/a390eb8a9b2df298,http://ufcstats.com/fight-details/6a060498e60756af,DEC,True,True,1115.0092488935122,1085.8070522039227,1144.8006569699153,1056.0156441275196
UFC 10: The Tournament,1996-07-12,Open Weight,Mark Coleman,Don Frye,Mark Coleman,KO/TKOHeadbutts,1,11:34,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,http://ufcstats.com/fight-details/6397fba14ce7f674,KO,True,True,1000.0,1087.2490617689787,1044.1981836109167,1043.050878158062
